"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SRB","HEALTHEXP","TOT","PC_GDP","A","2014",9.246,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2015",8.813,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2016",8.459,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2017",8.22,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2018",8.532,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2019",8.665,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2011",7.967,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2012",8.294,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2013",8.47,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2014",8.001,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2015",9.023,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2016",8.633,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2017",7.982,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2018",8.343,
"MNE","HEALTHEXP","TOT","PC_GDP","A","2019",8.33,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2005",7.611,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2006",7.64,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2007",7.835,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2008",8.183,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2009",9.456,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2010",9.445,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2011",9.418,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2012",9.827,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2013",9.781,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2014",9.671,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2015",10.229,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2016",9.002,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2017",10.442,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2018",9.666,
"ARG","HEALTHEXP","TOT","PC_GDP","A","2019",9.51,
"PER","HEALTHEXP","TOT","PC_GDP","A","2005",4.666,
"PER","HEALTHEXP","TOT","PC_GDP","A","2006",4.41,
"PER","HEALTHEXP","TOT","PC_GDP","A","2007",4.426,
"PER","HEALTHEXP","TOT","PC_GDP","A","2008",4.514,
"PER","HEALTHEXP","TOT","PC_GDP","A","2009",4.976,
"PER","HEALTHEXP","TOT","PC_GDP","A","2010",4.715,
"PER","HEALTHEXP","TOT","PC_GDP","A","2011",4.533,
"PER","HEALTHEXP","TOT","PC_GDP","A","2012",4.74,
"PER","HEALTHEXP","TOT","PC_GDP","A","2013",4.76,
"PER","HEALTHEXP","TOT","PC_GDP","A","2014",4.979,
"PER","HEALTHEXP","TOT","PC_GDP","A","2015",4.98,
"PER","HEALTHEXP","TOT","PC_GDP","A","2016",4.973,
"PER","HEALTHEXP","TOT","PC_GDP","A","2017",4.918,
"PER","HEALTHEXP","TOT","PC_GDP","A","2018",5.198,
"PER","HEALTHEXP","TOT","PC_GDP","A","2019",5.215,
