,CRASH DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,hour,injury,land_area_in_sqmi,water_area_in_sqmi,housing_units,occupied_housing_units,median_home_value,population,median_household_income,county,population_density
2977,01/13/2023,BROOKLYN,11226,40.653774,-73.95617,LENOX ROAD,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,AGGRESSIVE DRIVING/ROAD RAGE,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,4601965,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,9,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2978,01/14/2023,BROOKLYN,11226,40.647625,-73.96054,,,625       OCEAN AVENUE,0,0,0,0,0,0,0,0,PASSING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4598364,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,11,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2979,01/15/2023,BROOKLYN,11226,40.64333,-73.95973,CORTELYOU ROAD,OCEAN AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598981,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,10,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2980,01/15/2023,BROOKLYN,11226,40.639305,-73.95898,DITMAS AVENUE,OCEAN AVENUE,,1,0,0,0,0,0,1,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602068,Motorscooter,Taxi,Unspecified,Unspecified,Unspecified,14,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2981,01/16/2023,BROOKLYN,11226,40.64944,-73.96308,CHURCH AVENUE,EAST 18 STREET,,1,0,0,0,0,0,1,0,PASSING TOO CLOSELY,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4598131,Sedan,Box Truck,Unspecified,Unspecified,Unspecified,9,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2982,01/17/2023,BROOKLYN,11226,40.65226,-73.95919,,,832       FLATBUSH AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601284,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,12,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2983,01/17/2023,BROOKLYN,11226,40.65343,-73.96337,,,72        WOODRUFF AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601710,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,7,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2984,01/18/2023,BROOKLYN,11226,40.653774,-73.95617,LENOX ROAD,BEDFORD AVENUE,,1,0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4600694,Taxi,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,7,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2985,01/19/2023,BROOKLYN,11226,40.647007,-73.96262,ALBEMARLE ROAD,EAST 18 STREET,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,4601720,Sedan,Pick-up Truck,Unspecified,Unspecified,Unspecified,18,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2986,01/19/2023,BROOKLYN,11226,40.65264,-73.949776,LINDEN BOULEVARD,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601807,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,13,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2987,01/19/2023,BROOKLYN,11226,40.653034,-73.94983,,,1382      NOSTRAND AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601806,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,12,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2988,01/19/2023,BROOKLYN,11226,40.653263,-73.96382,SAINT PAULS PLACE,WOODRUFF AVENUE,,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601692,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,18,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2989,01/20/2023,BROOKLYN,11226,40.649544,-73.96279,,,1824      CHURCH AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601288,Sedan,Flat Bed,Unspecified,Unspecified,Unspecified,10,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2990,01/20/2023,BROOKLYN,11226,40.646378,-73.97085,CONEY ISLAND AVENUE,,,1,0,0,0,0,0,1,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601286,Tractor Truck Diesel,Sedan,Unspecified,Unspecified,Unspecified,8,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2991,01/20/2023,BROOKLYN,11226,40.65008,-73.96101,OCEAN AVENUE,CHURCH AVENUE,,1,0,0,0,1,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4601739,Bike,Sedan,Unspecified,Unspecified,Unspecified,19,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2992,01/20/2023,BROOKLYN,11226,40.648556,-73.957565,,,20        SNYDER AVENUE,2,0,0,0,0,0,2,0,ALCOHOL INVOLVEMENT,Unspecified,Unspecified,Unspecified,Unspecified,4601705,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,17,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2993,01/20/2023,BROOKLYN,11226,40.64507,-73.95803,BEVERLEY ROAD,FLATBUSH AVENUE,,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602071,Garbage or Refuse,Unspecified,Unspecified,Unspecified,Unspecified,21,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2994,01/21/2023,BROOKLYN,11226,40.645424,-73.96522,,,187       MARLBOROUGH ROAD,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601741,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,7,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2995,01/22/2023,BROOKLYN,11226,40.643303,-73.9478,CLARENDON ROAD,EAST 31 STREET,,1,0,0,0,0,0,1,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600431,Sedan,Sedan,Unspecified,Unspecified,Unspecified,17,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2996,01/22/2023,BROOKLYN,11226,40.64766,-73.949234,,,1575      NOSTRAND AVENUE,1,0,0,0,0,0,1,0,UNSAFE LANE CHANGING,Unspecified,Unspecified,Unspecified,Unspecified,4600685,Sedan,Taxi,Unspecified,Unspecified,Unspecified,5,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2997,01/23/2023,BROOKLYN,11226,40.63962,-73.95477,FLATBUSH AVENUE,NEWKIRK AVENUE,,1,0,0,0,0,0,1,0,VIEW OBSTRUCTED/LIMITED,View Obstructed/Limited,Unspecified,Unspecified,Unspecified,4601722,Taxi,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,10,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2998,01/23/2023,BROOKLYN,11226,40.644657,-73.95664,BEVERLEY ROAD,EAST 22 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601718,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,16,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
2999,01/24/2023,BROOKLYN,11226,40.650562,-73.95138,,,2         LLOYD STREET,0,0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4601268,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,19,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3000,01/25/2023,BROOKLYN,11226,40.650898,-73.94766,CHURCH AVENUE,EAST 32 STREET,,0,0,0,0,0,0,0,0,BACKING UNSAFELY,Unspecified,Unspecified,Unspecified,Unspecified,4600429,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,3,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3001,01/25/2023,BROOKLYN,11226,40.64872,-73.96491,EAST 16 STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601711,Tractor Truck Gasoline,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,14,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3002,01/26/2023,BROOKLYN,11226,40.652927,-73.959335,FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601695,Sedan,Van,Unspecified,Unspecified,Unspecified,13,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3003,01/26/2023,BROOKLYN,11226,40.65064,-73.95351,,,2531      CHURCH AVENUE,0,0,0,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4601988,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,20,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3004,01/26/2023,BROOKLYN,11226,40.652416,-73.953896,,,136       LINDEN BOULEVARD,0,0,0,0,0,0,0,0,BACKING UNSAFELY,Unspecified,Unspecified,Unspecified,Unspecified,4602214,Sedan,Sedan,Unspecified,Unspecified,Unspecified,17,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3005,01/27/2023,BROOKLYN,11226,40.6501,-73.960785,,,2010      CHURCH AVENUE,1,0,0,0,1,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4601712,Bike,Sedan,Unspecified,Unspecified,Unspecified,19,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3006,01/28/2023,BROOKLYN,11226,40.64043,-73.95624,DITMAS AVENUE,EAST 23 STREET,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601742,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,19,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3007,01/28/2023,BROOKLYN,11226,40.65484,-73.9597,FLATBUSH AVENUE,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,UNSAFE LANE CHANGING,Unspecified,Unspecified,Unspecified,Unspecified,4601708,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,15,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3008,01/30/2023,BROOKLYN,11226,40.649734,-73.950424,,,164       ERASMUS STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602205,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,19,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3009,01/30/2023,BROOKLYN,11226,40.64952,-73.955795,BEDFORD AVENUE,ERASMUS STREET,,1,0,0,0,0,0,1,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601867,Sedan,Box Truck,Unspecified,Unspecified,Unspecified,19,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3010,01/31/2023,BROOKLYN,11226,40.651577,-73.951805,,,208       MARTENSE STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601996,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,12,0,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3011,01/31/2023,BROOKLYN,11226,40.64453,-73.94599,NEW YORK AVENUE,CORTELYOU ROAD,,1,0,0,0,0,0,1,0,ALCOHOL INVOLVEMENT,Unspecified,Unspecified,Unspecified,Unspecified,4602593,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,13,1,1.29,0.0,37745.0,36101.0,480500.0,101572.0,40734.0,Kings County,78775.0
3012,01/02/2023,MANHATTAN,10037,40.81719,-73.93446,WEST 142 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597522,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,18,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3013,01/04/2023,MANHATTAN,10037,40.81348,-73.937065,,,2210      5 AVENUE,1,0,1,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4595656,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,15,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3014,01/04/2023,MANHATTAN,10037,40.808544,-73.93747,,,73        EAST 130 STREET,0,0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4596388,Bus,Unspecified,Unspecified,Unspecified,Unspecified,17,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3015,01/07/2023,MANHATTAN,10037,40.81401,-73.94466,7 AVENUE,,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597521,E-Bike,Sedan,Unspecified,Unspecified,Unspecified,11,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3016,01/09/2023,MANHATTAN,10037,40.81094,-73.94318,LENOX AVENUE,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596508,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,10,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3017,01/09/2023,MANHATTAN,10037,40.818428,-73.935524,,,40        WEST 143 STREET,0,0,0,0,0,0,0,0,TURNING IMPROPERLY,Unspecified,Unspecified,Unspecified,Unspecified,4597328,Station Wagon/Sport Utility Vehicle,Box Truck,Unspecified,Unspecified,Unspecified,15,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3018,01/10/2023,MANHATTAN,10037,40.8122,-73.94226,WEST 132 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597099,Sedan,Sedan,Unspecified,Unspecified,Unspecified,18,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3019,01/11/2023,MANHATTAN,10037,40.814102,-73.940865,LENOX AVENUE,,,0,0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,Unspecified,Unspecified,Unspecified,Unspecified,4598881,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,19,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3020,01/12/2023,MANHATTAN,10037,40.808903,-73.93835,MADISON AVENUE,EAST 130 STREET,,1,0,0,0,0,0,1,0,TRAFFIC CONTROL DISREGARDED,Unspecified,Unspecified,Unspecified,Unspecified,4597457,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,0,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3021,01/12/2023,MANHATTAN,10037,40.804375,-73.93742,EAST 125 STREET,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597456,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,22,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3022,01/13/2023,MANHATTAN,10037,40.811565,-73.942726,WEST 131 STREET,LENOX AVENUE,,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600254,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,7,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3023,01/18/2023,MANHATTAN,10037,40.810856,-73.939026,5 AVENUE,EAST 132 STREET,,1,0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4598683,Van,Unspecified,Unspecified,Unspecified,Unspecified,11,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3024,01/19/2023,MANHATTAN,10037,40.808445,-73.945,WEST 126 STREET,,,1,0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4602011,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,18,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3025,01/21/2023,MANHATTAN,10037,40.804375,-73.93742,EAST 125 STREET,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599931,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,Unspecified,Unspecified,Unspecified,7,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3026,01/22/2023,MANHATTAN,10037,40.811638,-73.9316,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4599569,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,1,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3027,01/22/2023,MANHATTAN,10037,40.810543,-73.93831,,,14        EAST 132 STREET,2,0,0,0,0,0,2,0,REACTION TO UNINVOLVED VEHICLE,Unspecified,Unspecified,Unspecified,Unspecified,4599939,Taxi,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,12,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3028,01/22/2023,MANHATTAN,10037,40.811638,-73.9316,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4601986,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,1,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3029,01/23/2023,MANHATTAN,10037,40.814102,-73.940865,LENOX AVENUE,,,1,0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4600217,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,6,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3030,01/25/2023,MANHATTAN,10037,40.811565,-73.942726,LENOX AVENUE,WEST 131 STREET,,2,0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600641,Sedan,Sedan,Unspecified,Unspecified,Unspecified,9,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3031,01/26/2023,MANHATTAN,10037,40.809692,-73.94409,WEST 128 STREET,,,1,0,0,0,0,0,1,0,OTHER VEHICULAR,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4600939,Station Wagon/Sport Utility Vehicle,Flat Bed,Unspecified,Unspecified,Unspecified,15,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3032,01/26/2023,MANHATTAN,10037,40.80822,-73.93673,PARK AVENUE,EAST 130 STREET,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4601782,Sedan,Sedan,Unspecified,Unspecified,Unspecified,6,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3033,01/27/2023,MANHATTAN,10037,40.809246,-73.93598,,,1951      PARK AVENUE,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601770,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,18,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3034,01/28/2023,MANHATTAN,10037,40.81719,-73.93446,WEST 142 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601565,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,20,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3035,01/29/2023,MANHATTAN,10037,40.8115,-73.93481,HARLEM RIVER DRIVE,,,3,0,0,0,0,0,3,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4601763,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,18,1,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3036,01/30/2023,MANHATTAN,10037,40.816025,-73.93947,LENOX AVENUE,WEST 138 STREET,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602005,Sedan,Sedan,Unspecified,Unspecified,Unspecified,11,0,0.26,0.0,9451.0,8885.0,260200.0,17416.0,37341.0,New York County,65973.0
3037,01/02/2023,BRONX,10458,40.858807,-73.88015,,,2505      SOUTHERN BOULEVARD,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598646,Taxi,Bus,Unspecified,Unspecified,Unspecified,18,1,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3038,01/02/2023,BRONX,10458,40.855244,-73.89314,EAST 183 STREET,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Unspecified,Unspecified,Unspecified,Unspecified,4599506,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,20,0,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3039,01/03/2023,BRONX,10458,40.861828,-73.89286,MARION AVENUE,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4595545,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3040,01/04/2023,BRONX,10458,,,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4596190,Sedan,Sedan,Sedan,Unspecified,Unspecified,17,1,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3041,01/05/2023,BRONX,10458,40.865303,-73.89006,MARION AVENUE,EAST 195 STREET,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4595713,Ambulance,Sedan,Unspecified,Unspecified,Unspecified,22,0,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3042,01/06/2023,BRONX,10458,40.86663,-73.88647,EAST 198 STREET,,,1,0,0,0,0,0,1,0,BACKING UNSAFELY,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,4595771,Taxi,Sedan,Unspecified,Unspecified,Unspecified,6,1,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3043,01/06/2023,BRONX,10458,40.8628,-73.89416,,,305       EAST KINGSBRIDGE ROAD,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596222,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,9,0,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3044,01/06/2023,BRONX,10458,40.86209,-73.89269,,,2536      MARION AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596609,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,14,0,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
3045,01/06/2023,BRONX,10458,,,EAST 187 STREET,BATHGATE AVENUE,,1,0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,Unspecified,4601309,Sedan,E-Scooter,Unspecified,Unspecified,Unspecified,8,1,1.01,0.0,27806.0,26201.0,330300.0,79492.0,24618.0,Bronx County,78784.0
